test_row_index,test_id,original_text,normalized_text,base_label,override_label,applied,train_match_count,train_match_ids,train_match_labels,reason
460,1544,the client mentioned something about ... and i wasnt quite sure if,the client mentioned something about... and i wasnt quite sure if,0,,False,0,,,no_exact_train_match
461,840,I was going through it and she just says c'est la vie innit,i was going through it and she just says c'est la vie innit,1,,False,0,,,no_exact_train_match
462,1682,We should probably look into why the system occasionally,we should probably look into why the system occasionally,0,,False,0,,,no_exact_train_match
463,1596,Your refund of $89.50 has been processed successfully,your refund of $89.50 has been processed successfully,1,,False,0,,,no_exact_train_match
464,151,uh hold on I need to check if,uh hold on i need to check if,0,,False,0,,,no_exact_train_match
465,426,mm yeah this soup definitely needs more salt and maybe some pepper,mm yeah this soup definitely needs more salt and maybe some pepper,1,,False,0,,,no_exact_train_match
466,826,At 12:45 please,at 12:45 please,1,,False,0,,,no_exact_train_match
467,1231,we were thinking about changing the i already updated the configuration settings,we were thinking about changing the i already updated the configuration settings,1,,False,0,,,no_exact_train_match
468,417,well actually according to the weather forecast it should snow tomorrow,well actually according to the weather forecast it should snow tomorrow,1,,False,0,,,no_exact_train_match
469,1382,"Have you heard from our old-- yes, Maria just updated her contact information","have you heard from our old-- yes, maria just updated her contact information",1,,False,0,,,no_exact_train_match
470,1789,"Nothing else today, thanks","nothing else today, thanks",1,,False,0,,,no_exact_train_match
471,1982,not really but,not really but,0,,False,0,,,no_exact_train_match
472,830,my lola keeps saying anak you need to study mas mahusay,my lola keeps saying anak you need to study mas mahusay,1,,False,0,,,no_exact_train_match
473,852,I would like to stay in the moderate price range and I will need free parking,i would like to stay in the moderate price range and i will need free parking,1,,False,0,,,no_exact_train_match
474,1788,regarding next weeks presentation wouldnt it be better if,regarding next weeks presentation wouldnt it be better if,0,,False,0,,,no_exact_train_match
475,1966,thinking about how,thinking about how,0,,False,0,,,no_exact_train_match
476,1508,these flowers only bloom in spring ... usually around the beginning of april,these flowers only bloom in spring... usually around the beginning of april,1,,False,0,,,no_exact_train_match
477,229,can someone tell me if,can someone tell me if,0,,False,0,,,no_exact_train_match
478,646,whatchu think bout maybe we could go and,whatchu think bout maybe we could go and,0,,False,0,,,no_exact_train_match
479,1810,I am looking for a centrally located upscale restaurant,i am looking for a centrally located upscale restaurant,1,,False,0,,,no_exact_train_match
480,1375,They suggested we should all get together but then everyone kind of,they suggested we should all get together but then everyone kind of,0,,False,0,,,no_exact_train_match
481,56,No thanks. But I do need to book Leverton House for two nights starting on Tuesday. There are 5 in my party,no thanks. but i do need to book leverton house for two nights starting on tuesday. there are 5 in my party,1,,False,0,,,no_exact_train_match
482,1919,the bus usually comes on time doesnt it,the bus usually comes on time doesnt it,1,,False,0,,,no_exact_train_match
483,1219,the documentation seems to be missing some crucial well you know how sometimes,the documentation seems to be missing some crucial well you know how sometimes,0,,False,0,,,no_exact_train_match
484,368,If we modify the configuration to include the um you know that thing where,if we modify the configuration to include the um you know that thing where,0,,False,0,,,no_exact_train_match
485,1155,"Yes, book me any trip that is","yes, book me any trip that is",0,,False,0,,,no_exact_train_match
486,1389,"The biology midterm might be-- according to Canvas, it's next Wednesday","the biology midterm might be-- according to canvas, it's next wednesday",1,,False,0,,,no_exact_train_match
487,1489,the gallery's address is on,the gallery's address is on,0,,False,0,,,no_exact_train_match
488,1678,Our community garden produced over fifty pounds of vegetables last season,our community garden produced over fifty pounds of vegetables last season,1,,False,0,,,no_exact_train_match
489,1547,no actually I was just about to mention something about the way they,no actually i was just about to mention something about the way they,0,,False,0,,,no_exact_train_match
490,1811,"You've tried that new sushi place downtown, haven't you","you've tried that new sushi place downtown, haven't you",1,,False,0,,,no_exact_train_match
491,763,I think 19:35 would be,i think 19:35 would be,0,,False,0,,,no_exact_train_match
492,394,That should be all thank you,that should be all thank you,1,,False,0,,,no_exact_train_match
493,555,Imma tell ya what really happened when,imma tell ya what really happened when,0,,False,0,,,no_exact_train_match
494,1920,"Not sure, maybe around","not sure, maybe around",0,,False,0,,,no_exact_train_match
495,1651,"I am also looking for a restaurant in the centre of town. I'd like it to be moderate price range, please","i am also looking for a restaurant in the centre of town. i'd like it to be moderate price range, please",1,,False,0,,,no_exact_train_match
496,1674,My sister's wedding is scheduled for June fifteenth this summer,my sister's wedding is scheduled for june fifteenth this summer,1,,False,0,,,no_exact_train_match
497,55,um so the driver said something about extra charges for,um so the driver said something about extra charges for,0,,False,0,,,no_exact_train_match
498,1437,"I couldn't find my sports-- nevermind, my gear's in the other locker","i couldn't find my sports-- nevermind, my gear's in the other locker",1,,False,0,,,no_exact_train_match
499,663,mm yeah yeah that explains why everyone was upset,mm yeah yeah that explains why everyone was upset,1,1,False,1,702,1,diagnostic_only_count_lt_2
